"#{""t_start"": 1778824503.1099143"," ""env_id"": ""None""}",
r,l,t
1.726471,9,130025.5052
-151.907935,24,130035.4231
1.514994,20,130045.779
-0.653399,8,130054.1402
-3.730238,29,130063.5263
-147.741134,26,130074.424
-150.107758,21,130084.2772
-147.671971,31,130094.2999
-2.158918,7,130103.5381
-151.142075,21,130113.2963
-1154.625898,167,130303.7262
1.456893,11,130312.9256
58.193653,24,130322.0072
2.592671,14,130331.4316
-1037.684052,154,130347.7421
-145.511366,36,130358.9169
-150.679544,21,130368.7988
-1177.416563,170,130386.9784
-1166.179723,169,130404.6888
-1116.205037,163,130421.898
-146.24214,41,130433.3327
-145.62329,43,130443.8587
-4.982616,20,130453.0189
-144.918482,49,130464.7199
-159.630421,29,130475.7253
-149.614141,40,130485.9764
-146.80439,20,130497.34
1.586383,22,130507.7118
-147.001472,22,130517.4349
-146.735434,24,130528.2696
71.176221,26,130538.1631
-150.036415,46,130548.817
-1141.321122,166,130752.2839
-147.335471,17,130762.9358
69.621395,25,130771.7917
1.862366,41,130783.0164
1.776403,9,130792.4558
3.788929,36,130802.393
-1237.305342,176,130821.6749
-148.47856,25,130831.6445
-146.993959,32,130842.6927
2.276118,11,130851.9978
-147.203028,50,130862.5682
2.54014,27,130873.3447
0.524594,10,130883.9833
-0.577916,11,130892.5997
-149.633332,42,130903.962
-147.731675,15,130914.6596
1.660976,9,130923.3413
-145.375361,45,130934.7679
-1.398455,8,130944.0098
1.395556,10,130952.5898
-0.29477,8,130961.8271
0.568195,14,130971.3161
3.850299,22,130980.614
-147.270384,27,130991.6108
-149.064461,18,131003.0345
0.189717,10,131011.7634
36.25383,22,131021.6617
-0.170931,21,131032.2892
3.305966,17,131041.4925
-145.349731,27,131052.2278
-152.02228,45,131063.7942
-146.367391,36,131074.3807
0.599217,13,131084.2803
-149.753255,23,131094.9547
1.024545,22,131104.6041
-148.284959,22,131114.8952
-147.321877,25,131125.5964
-0.759429,9,131133.8226
77.178693,29,131144.003
-150.24692,21,131154.8549
1.485714,9,131163.3225
1.733172,9,131172.6079
-148.513098,28,131183.4826
2.316871,11,131192.5536
132.022293,36,131203.1437
-1370.872611,228,131387.187
-1170.149764,169,131404.3981
-1150.349018,167,131422.5547
2.205862,10,131431.1138
-1117.397457,164,131448.144
82.245732,28,131458.0186
0.793006,17,131467.8666
2.120378,10,131476.2908
0.695055,11,131486.6475
1.658585,19,131496.7848
-147.284665,49,131507.4402
1.699941,19,131517.6958
0.538295,12,131528.182
81.786458,29,131537.461
-1186.436048,170,131555.2116
-150.87818,22,131565.09
-146.961831,18,131575.7183
-147.121225,17,131585.3753
56.423973,24,131595.1714
-149.416262,17,131605.9009
-1.125642,17,131614.6731
-1118.184601,164,131825.2652
-145.87164,29,131835.2446
-148.59668,14,131845.9542
-146.030392,33,131856.9872
-145.682148,27,131866.811
1.991334,10,131876.5
0.50156,11,131886.886
0.432331,28,131896.2051
2.271307,25,131906.0484
-145.006481,30,131917.2775
0.729398,12,131926.6082
2.373232,11,131936.253
2.642747,26,131946.9745
-138.524576,79,131959.0013
-1172.697512,169,131977.4423
-156.00963,17,131987.1429
0.914713,14,131996.7621
1.149696,18,132007.2484
0.462228,12,132016.8215
2.240111,11,132026.7355
-1156.272617,168,132044.5561
2.248827,11,132054.1459
1.862408,9,132062.8878
0.701419,12,132073.3882
-146.440347,29,132084.4279
-151.209412,22,132094.1933
0.583307,12,132104.83
-1.194924,16,132115.02
0.065181,12,132123.9457
0.73958,13,132134.2607
0.210882,12,132144.688
-149.356203,20,132154.5579
-149.173556,28,132165.3991
0.904266,13,132175.1247
1.058588,16,132184.066
-146.549991,19,132194.7709
2.034197,11,132204.5187
3.32367,18,132213.8597
1.419882,19,132224.1966
-0.313285,23,132234.3761
2.837737,14,132242.8906
-0.883595,17,132253.5045
-1131.493858,165,132449.3839
-147.044592,18,132460.0441
-1105.94581,163,132476.9749
-149.322468,26,132487.8422
0.478745,11,132497.1634
-1.090817,14,132507.6199
-988.860159,170,132525.0848
0.940451,15,132534.4296
2.080118,25,132544.3859
6.143268,36,132554.9341
2.320599,11,132564.405
-2.66737,10,132572.6454
1.773311,9,132582.2979
1.390304,34,132593.2941
-148.330717,41,132603.5747
2.796246,13,132613.5815
-0.806542,10,132622.6557
-191.514136,22,132632.6463
-1.513081,16,132643.1595
-145.92771,50,132654.6927
1.179602,17,132663.5942
-146.552664,33,132674.6552
-147.076223,38,132686.1442
-1277.365668,180,132704.7049
1.334429,7,132714.493
2.666894,26,132724.3823
0.801672,14,132734.6248
2.162609,12,132744.3211
-1.616432,11,132752.5973
2.157824,12,132762.2135
-148.247079,22,132773.1457
-0.496187,10,132781.5299
2.101855,11,132791.2635
1.861583,9,132800.0182
-1128.121683,165,146618.9558
3.460713,17,146628.7651
2.776864,56,146640.5549
0.721324,42,146652.2671
-2.846574,10,146661.6074
-152.257698,25,146672.3739
-0.88451,18,146682.65
0.300088,12,146691.7951
1.764765,21,146701.9251
-1231.216656,175,146719.4717
6.751268,58,146731.1996
-148.488715,30,146742.2066
-1185.321419,171,146759.8022
-149.304952,25,146769.5937
-147.405413,18,146779.4509
158.315361,40,146790.0006
2.294666,23,146799.0969
-1232.681948,175,146817.2331
0.772541,14,146825.8773
0.773776,12,146835.8724
-0.092495,20,146845.8179
-0.145068,10,146854.23
0.571362,12,146864.4431
-2.268363,9,146873.8603
-148.613685,14,146884.225
-147.574677,40,146895.5172
0.615877,12,146904.9653
2.865188,16,146914.2944
-1181.285376,170,147115.6295
-1.281242,11,147124.7445
0.749678,12,147134.8096
0.599936,15,147143.7236
3.429966,17,147153.2056
-1132.33075,165,147170.3691
0.400654,12,147180.0733
2.58503,28,147189.6765
3.054268,15,147198.3786
96.933117,30,147208.5672
1.709834,19,147218.0786
-146.898367,21,147228.7484
0.936686,15,147238.9498
0.477089,13,147247.7723
-18.465238,25,147257.892
-147.807362,14,147268.3604
0.508157,12,147277.8012
0.676693,12,147287.8682
1.465878,17,147298.1188
0.568101,10,147307.2831
1.242298,15,147316.9535
3.375899,32,147327.3171
-3.723023,10,147336.757
2.047544,11,147346.4256
-145.166991,41,147357.7319
1.600238,19,147366.3919
-149.693435,16,147376.9743
-1.901791,16,147387.1937
1.461369,19,147396.6165
0.856533,14,147407.1599
1.258111,18,147417.0751
-4.165467,25,147426.356
-147.880978,16,147436.9763
-15.561849,18,147446.7772
2.508208,25,147456.5686
-19.971151,19,147466.9838
-149.370406,20,147477.5706
0.325061,10,147486.2847
-3.669174,17,147495.9776
-19.896687,19,147506.5532
0.876913,19,147515.6451
-0.462588,8,147525.8259
0.484859,9,147535.1594
162.262098,42,147545.1494
-145.494965,38,147556.3653
0.648015,15,147566.4898
1.014761,15,147575.7167
2.623906,13,147585.2613
-1.687869,16,147594.4387
-980.225606,157,147611.6962
-0.609144,21,147621.3026
-989.732246,167,147810.9674
4.141572,38,147821.6688
1.959313,9,147830.3992
-3.190013,23,147840.935
0.416726,11,147850.1062
-2.660549,15,147859.4821
1.006453,16,147869.6508
2.155931,24,147878.949
1.328918,20,147888.934
-1121.458763,163,147905.7983
1.214743,18,147916.1057
-1137.95237,166,147933.2715
2.004204,11,147942.5456
3.09196,15,147951.0575
-146.033423,27,147961.9748
1.453279,17,147971.8632
2.766715,15,147980.4749
0.921063,15,147990.6526
-1270.558024,179,148008.6424
-3.099786,10,148018.7805
2.084813,9,148027.1631
1.200293,19,148037.3196
-1.739367,9,148047.9042
0.617165,13,148057.4001
0.123755,8,148068.3882
2.843935,32,148080.3503
0.257262,9,148089.4265
-1234.840283,176,148113.1741
2.807518,16,148122.9215
104.317376,33,148132.9606
-3.133527,9,148143.0901
1.895693,9,148152.2868
90.507816,33,148161.7381
1.87486,20,148171.7584
1.256365,16,148379.7124
-4.508169,21,148388.5787
-193.781061,16,148399.1422
1.03935,19,148408.9753
0.414458,11,148418.3835
0.799342,14,148428.4199
-0.211461,16,148437.8722
-147.595011,14,148447.5469
2.17733,26,148458.1234
-2.222386,18,148467.5281
0.506779,12,148475.9529
0.378118,12,148486.1437
1.412065,36,148497.2757
2.077715,10,148506.0072
1.353406,19,148516.444
2.081652,10,148524.9844
0.183784,25,148535.1677
1.661521,21,148545.4333
1.842103,22,148554.91
-0.800422,17,148565.0374
2.609541,17,148575.5512
-4.453854,10,148584.851
0.825908,13,148595.0934
1.71802,9,148604.3465
2.509766,39,148614.335
148.934419,37,148624.8724
2.419559,13,148634.5481
2.09282,18,148643.9047
-149.551997,32,148654.8738
0.650928,17,148665.0022
-21.816263,26,148675.0703
1.319163,22,148685.2766
0.506465,17,148695.4877
-147.739485,17,148705.3158
-20.165987,16,148716.0163
-146.909394,21,148726.6103
0.877353,13,148735.9232
2.29218,12,148744.4697
2.604835,14,148753.9864
4.615157,42,148764.3534
1.331097,17,148774.612
-1092.015658,161,148791.8156
-147.684864,19,148802.6348
0.228631,16,148812.8797
-0.367604,10,148821.1177
2.273167,12,148830.7008
-147.696209,14,148840.366
-144.922919,36,148851.2237
-941.448791,190,148869.8319
1.61842,40,148881.3914
3.560752,23,149051.3879
1.774665,21,149060.7136
-2.518839,8,149070.9675
1.638871,9,149079.1529
2.294476,55,149090.7382
2.516611,11,149100.3225
0.084745,16,149109.6334
1.340552,21,149120.0935
0.461253,10,149130.4284
-0.707123,9,149139.8724
-151.130374,17,149150.5607
0.838412,19,149160.7206
1.553253,9,149169.1226
1.894381,10,149178.5699
0.784359,16,149188.8147
3.463344,33,149198.535
0.809937,15,149208.6181
0.04894,10,149218.6872
2.399554,24,149228.1729
0.817845,12,149238.4463
1.154726,16,149248.7786
-1.946699,9,149258.231
1.486331,20,149268.4151
-2.513019,44,149279.6453
-0.43413,9,149289.1836
1.592557,12,149298.9995
-19.713307,24,149309.6297
1.195125,22,149319.5366
0.218303,10,149329.6552
-0.71809,16,149339.5877
-151.099492,16,149349.4446
2.632238,14,149359.2788
1.365976,20,149369.672
2.584784,14,149379.04
2.382804,19,149389.4961
-3.538949,17,149399.8196
-1.653277,10,149409.0942
1.966334,9,149418.2418
2.37895,11,149428.0677
2.471324,23,149437.5991
1.003553,8,149447.5018
-6.031125,35,149458.0678
1.039145,14,149467.2644
-146.568962,21,149477.8797
3.896586,34,149488.9891
2.462342,12,149497.7078
-146.713877,26,149508.4938
3.421431,36,149519.2222
-0.518626,9,149528.7001
1.779023,9,149538.243
2.156509,10,149547.7606
-3.217278,9,149556.1694
-2.374363,16,149566.3121
-0.224652,10,149575.5537
-4.152674,9,149585.927
-146.714954,21,149596.5941
0.714703,16,149606.1414
-3.26073,9,149616.0243
3.581529,33,149626.87
0.531167,12,149636.0357
0.187449,9,149645.8446
-1089.672943,161,149663.609
-146.692384,17,149674.3016
0.074041,11,149684.6303
0.410172,11,149693.9894
1.781199,10,149703.4058
1.993211,10,149713.2694
-2.388293,15,149722.557
0.168949,16,149732.689
1.764615,22,149911.7317
1.916712,10,149920.4508
1.880318,61,149932.1886
1.707776,27,149942.8461
0.062228,26,149953.2036
2.677198,14,149961.8485
2.573451,12,149971.1242
-1088.647645,161,149988.4364
0.128213,9,149998.6434
-20.39553,31,150008.3203
1.642056,9,150017.4522
3.719088,20,150026.6149
-26.489654,23,150035.7099
93.945756,32,150045.8616
2.730317,26,150055.2199
-2.30892,14,150065.3378
0.209466,10,150075.6551
1.504649,21,150085.0216
1.187633,9,150094.3354
1.518761,20,150104.713
0.336473,9,150114.2124
-942.315501,153,150130.8711
2.629917,14,150140.5757
1.991153,10,150149.8763
1.865503,23,150159.3993
-18.757638,29,150170.3855
-0.643791,9,150179.9436
-953.652811,153,150196.4494
-147.296017,17,150206.2677
-42.499047,19,150217.1872
1.162788,9,150226.4043
2.078196,39,150236.4543
2.432478,26,150246.4769
-0.811323,16,150256.4089
-0.153384,12,150265.7225
3.374989,26,150276.3902
-1150.102066,165,150491.362
-0.339975,9,150500.465
-148.693783,14,150511.4196
0.496186,24,150521.2482
-18.615401,14,150531.1233
0.689713,26,150541.3359
0.227127,9,150550.5587
1.769157,26,150560.8508
2.565971,21,150570.4603
0.554122,11,150579.767
-1155.505344,167,150597.2561
0.3749,12,150607.6104
3.182795,30,150618.1609
-1245.727711,176,150635.9173
-1.092903,16,150647.1723
1.940332,10,150655.7177
2.567646,25,150666.077
-0.849119,17,150676.1205
3.249801,26,150685.8824
2.35023,23,150707.8167
0.452553,10,150717.1089
1.026784,16,150726.7547
1.729705,9,150736.1068
2.221365,10,150745.0134
1.330277,15,150755.2305
76.602427,30,150765.2879
0.712466,13,150774.0795
0.355121,26,150784.7351
1.817404,9,150793.8935
3.234327,15,150802.7141
-2.702408,13,150812.7465
0.10411,9,150822.2137
2.103137,22,150831.6538
-0.039172,13,150841.8219
-1.547415,11,150851.1036
-1.024512,14,150861.2256
1.117718,19,150871.8954
-1.544779,9,150881.518
0.077388,8,150891.6421
-2.139829,8,150900.9176
1.618875,9,150909.716
2.339931,11,150919.1796
-0.973499,9,150927.551
-148.678237,13,150938.3095
2.033774,9,150947.6912
1.406356,27,150957.1245
-0.246762,15,150966.4303
-149.015378,13,150977.0779
3.194953,16,150985.993
0.516515,11,150996.1598
2.980404,16,151006.1519
1.97256,10,151014.7046
345.401156,67,151027
-39.559308,28,151037.6066
0.016564,9,151046.9455
-0.315277,10,151056.0012
0.377106,9,151066.3346
1.740526,8,151074.8862
2.061972,21,151085.0869
-0.039017,10,151094.6197
-0.28711,8,151103.9628
1.14796,14,151282.5335
1.886884,10,151292.0681
-1.718765,8,151301.4539
-145.836299,24,151312.2527
1.331349,16,151322.6729
1.177609,15,151331.7742
2.42057,14,151341.1415
0.393915,11,151351.2348
6.867587,43,151361.3546
-15.906209,17,151371.0345
0.200248,10,151380.3735
2.03818,10,151388.8065
0.600109,16,151398.2995
0.170322,10,151407.46
-149.831396,17,151417.4683
-146.674752,17,151428.4455
0.24317,10,151437.837
-0.312243,10,151446.7621
2.298031,12,151456.4669
2.295967,13,151465.2864
-15.722058,21,151475.475
1.038499,13,151485.4847
0.855446,13,151494.9401
0.13825,9,151505.7922
2.437466,24,151516.1358
-1.305244,11,151525.3989
1.215638,23,151536.1135
2.286105,10,151545.5801
2.230414,24,151555.097
1.912156,9,151564.328
-1.859608,9,151574.693
0.43321,13,151583.6292
0.834176,13,151594.1871
2.534154,25,151604.8855
85.53027,29,151614.2761
0.320929,10,151624.8016
-148.516227,17,151635.3333
1.257545,15,151644.5357
0.083977,10,151654.0251
1.247545,23,151664.8477
2.275476,11,151673.9901
0.701889,16,151684.0625
1.45296,19,151694.4412
-2.042443,10,151703.7128
2.654218,14,151713.455
3.844432,33,151724.308
-147.30299,13,151734.2599
2.332227,12,151743.7224
-0.198509,9,151752.9901
3.097103,16,151761.9816
1.697836,9,151771.2209
-149.514263,18,151781.0947
1.120233,19,151791.3387
1.164878,15,151801.4922
-147.493971,15,151811.3233
-16.439825,14,151821.5181
-1148.365873,165,151838.9939
1.596147,19,151849.2554
-146.395961,21,151860.2793
-0.578063,8,151869.6786
2.309976,12,151879.5584
-1.132734,23,151890.5264
-0.709584,17,151900.1851
1.086796,14,151910.4329
0.508595,12,151919.7709
2.145802,11,151928.5742
0.371531,39,151939.6731
-964.382469,164,168349.9612
1.594367,17,168359.292
0.182075,10,168368.9475
2.798581,15,168378.6727
1.752723,26,168387.8164
-0.089654,8,168398.0744
0.397384,11,168407.3168
0.315344,11,168415.992
1.741081,10,168425.1097
-146.48396,27,168436.1863
-1.066842,16,168445.4428
-0.536955,10,168455.94
3.176074,20,168464.8149
-0.148099,10,168473.5448
-147.024829,14,168484.1679
-1059.408683,165,168501.4043
2.848913,13,168510.0653
-147.540054,15,168520.2191
3.01804,28,168530.5671
3.085497,35,168541.0694
2.247931,12,168549.7214
0.064025,10,168559.6747
0.193742,20,168569.4855
0.993171,15,168578.8202
0.480169,9,168589.0715
2.089782,21,168598.2646
-149.747231,19,168609.1126
-0.322267,15,168618.5087
5.377183,42,168628.8585
-1.238004,21,168638.9861
0.541157,12,168648.3412
2.371173,12,168657.0837
-146.54369,21,168667.8026
2.690881,13,168677.5984
-20.832591,25,168687.2712
-149.95956,25,168698.2099
-1.400871,16,168708.3317
-1.872952,13,168717.5489
0.204177,16,168727.7205
5.520197,52,168739.0289
1.611925,19,168748.3791
1.532814,16,168758.5268
0.332578,9,168768.9279
0.353753,8,168777.9493
-1161.857873,168,168795.1389
-147.369227,21,168805.1101
4.785173,39,168816.2471
2.324729,11,168824.986
3.167396,14,168834.3718
0.572869,21,168844.5376
-147.867211,23,168854.3603
3.879049,18,169049.6636
-19.431067,29,169060.3713
2.175395,11,169069.9978
0.848231,13,169078.5748
2.364356,11,169087.7268
0.058583,8,169097.904
0.667896,16,169107.4695
-17.345081,15,169116.995
2.449122,21,169127.4251
-2.902907,27,169136.4079
-2.01284,8,169145.6528
-147.218622,18,169155.7903
2.018743,10,169165.4298
0.331505,10,169175.5235
-146.987178,24,169185.4585
-214.326456,27,169195.5462
3.298072,32,169206.6114
-31.592935,55,169218.1517
3.592033,31,169228.0275
1.15048,18,169238.1527
0.354846,10,169248.527
1.753179,17,169258.1022
2.502158,11,169267.4455
-1.965313,11,169277.7393
0.482302,11,169286.8866
0.296553,13,169296.3678
-1081.898991,160,169313.5991
-166.066072,43,169325.2248
2.272944,12,169334.4921
10.797201,69,169346.8078
1.573527,17,169357.5077
1.735502,9,169365.8255
-1.022299,14,169375.388
0.985564,14,169385.1201
-147.638125,14,169395.1241
1.921319,9,169404.0222
-146.529738,26,169415.0304
2.829458,26,169425.0022
-2.817725,9,169434.2973
-0.328144,25,169444.9306
0.837621,13,169454.0918
2.006176,10,169463.7471
2.76293,13,169473.202
-0.344464,11,169482.2171
2.149988,12,169491.5544
-148.424285,14,169502.1214
1.856797,35,169512.2986
-1008.238627,169,169530.1616
3.673855,17,169540.0015
1.691219,33,169551.3404
1.663605,24,169560.9339
-213.626718,32,169754.3406
0.999956,31,169764.6328
2.644874,13,169774.6083
-1.165935,14,169783.6758
1.773806,24,169794.2006
-146.68003,20,169804.9453
2.03728,10,169813.6216
3.071635,25,169824.1467
1.872027,9,169833.8873
-0.054923,9,169842.4522
-147.241202,23,169853.3429
-0.360894,10,169863.6073
1.334649,21,169872.4009
0.228062,9,169882.8321
1.081317,16,169893.0532
0.943193,14,169901.7845
6.737105,39,169912.4048
-146.588611,19,169923.3203
-1.323049,12,169932.4488
1.936763,10,169941.8341
-0.722303,9,169950.1816
1.391164,31,169960.8743
2.896329,15,169971.0652
3.309985,47,169982.8623
0.673156,11,169992.0899
31.033473,20,170001.9065
-1.549593,10,170011.0681
2.7448,14,170020.7833
0.250689,19,170031.4153
-145.921055,26,170042.7267
0.761922,9,170051.1325
3.452626,22,170061.1967
3.673961,15,170069.9115
6.498653,46,170081.9563
-1.107488,11,170091.5019
2.080526,10,170100.0433
0.177144,10,170109.6744
-0.179985,9,170120.0208
1.751787,25,170130.3132
2.049546,10,170139.6404
-147.512814,23,170150.5105
0.49946,10,170159.7864
40.340245,21,170169.6255
40.172618,21,170179.5451
1.472826,8,170187.8558
